	rab.all	rab.win.Dalhousie	rab.win.PaloAlto	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
86681c8e9c64b6683071cf185f9e3419	11.866893481046	12.0676978454132	11.5667910540149	-0.563039297372538	0.922838833066916	-0.568286634777874	0.264208247706134	8.64989284447128e-05	0.00081468986571916	7.8626530999575e-05	0.000669446105756392
b7b02ffee9c9862f822c7fa87f055090	8.97330978485985	9.16080242060558	8.6250986613955	-0.477735229654678	1.93092419076007	-0.185316949317907	0.393926249030649	0.606419507179768	0.798484260577261	0.0488850121475602	0.163492615531461
663baa27cddeac43b08f428e96650bf5	10.313608548338	10.6989003100899	8.21034651262974	-2.51903765807632	1.10679785862594	-2.2517907576253	0.00954881461923101	8.63271023162841e-23	3.23200412532978e-21	3.78563081474546e-17	1.43865419439657e-15
abd40160e03332710641ee74b1b42816	9.04421536951929	9.6695856133161	-0.315873830480971	-9.8977600409671	2.75529407321455	-3.5998710380893	3.04601985838653e-05	5.44282079169256e-18	1.40554527337453e-16	9.80332626683729e-18	6.08791600561015e-16
bac85f511e578b92b4a16264719bdb2d	9.93727865327432	10.4768656468927	8.21685624762477	-2.29020891717115	1.42083332305586	-1.55167914807727	0.0238716079686981	7.04257898096194e-07	7.23485816571726e-06	5.08547779651216e-16	1.35775175768009e-14
2a45f0b7f68a35504402988bcb8eb7fe	7.50399220960628	8.75373548868725	-0.211443769646652	-8.78397342124103	3.3631643471151	-2.55524207566574	0.010412333810088	3.80168015139422e-15	7.17166903239027e-14	1.12458234501521e-16	3.53139679208338e-15
8db33d54e5184b0f448ae140f793368a	7.05860184947753	7.94886407226517	0.114778436425516	-7.57222704988605	4.3775886462291	-1.54923905532191	0.0794271059072954	6.02988125473278e-11	8.92798171752336e-10	1.49784092663056e-12	2.62341900614162e-11
40c2346925c479d2f90d76aea73b0975	8.08066864418326	8.90324919508671	5.31322191387395	-3.52651107179437	2.17370510145732	-1.51690356808006	0.0451389303060168	3.89946134179704e-08	4.48766835892465e-07	1.58194981881145e-14	3.4304422433682e-13
cebb9cfc1d8430f13650adacf98b0a61	7.83089536805069	8.57981552638914	-0.240260693165469	-8.73894694355343	2.7890232357709	-3.18518381579105	0.000438201870767813	6.39027020308079e-15	1.24587283082812e-13	9.906209714632e-18	6.09168850838094e-16
d307aef8086bbdb1c3e4f3d5511412dc	8.59680228068423	8.98931336210889	7.55666293554216	-1.27992566377046	1.83653386011106	-0.599940888104769	0.240017366704716	0.00110151302920219	0.0068957837437995	8.0163995278896e-06	7.97245930721471e-05
23fe12a325dfefcdb23447f43b6b896e	9.66719539503281	9.81724302376566	9.33597768415879	-0.49886115884647	1.97841695600063	-0.195551509177659	0.394531251732784	0.10669372875648	0.303226076652513	0.0685848484928251	0.207720155976342
daac2b933e609bc0b483a4c25c92a055	8.26785070269848	8.73115990688382	-0.236396944798389	-8.98100295663038	2.59363043780973	-3.55783809696006	3.04601985838653e-05	1.11454299168878e-15	2.23442884791232e-14	9.80332626683729e-18	6.08791600561015e-16
de1be320837d0ac367b4ccef7f7ef44c	7.61529221183741	8.26330518821771	2.0089620750014	-6.18601235349115	3.42109234924676	-1.75552510953505	0.0195228749969606	2.19451996613661e-11	3.45271394175716e-10	1.5904564495499e-16	4.85042400033301e-15
e2abdddf7c37f94d92eb594ace4ff676	0.667757126180899	0.61059381062569	0.79955313207143	0.394362253726661	5.88025158325079	0.0579520158210258	0.469848156656862	0.541252008206935	0.722272841308134	0.571400673636639	0.73274674166083
c6f8879689d204423d60258f2759ebf1	7.36487724969461	7.68117133770944	6.31869860810567	-1.48285963489406	1.87098929118104	-0.656755335091896	0.181344910802614	0.000147741316550331	0.00127150027572735	6.87924576574337e-08	8.0833209326452e-07
a006117c4f335fcd2150b40825e0d902	2.44997524299993	5.18670673595159	0.532024269295832	-3.93768227856137	6.90987602202052	-0.518638252552372	0.27517361553496	0.000725434038158728	0.00473553951370256	0.000637425529770681	0.00405532107409907
749f091c6dfc58f7a48d89cf4c0f3049	6.90974060560785	7.00321069725026	6.59796419893921	-0.252473330710536	2.84622062102026	-0.068511412156904	0.461805556158664	0.784802497232977	0.899483075368647	0.505373261111222	0.716719699290807
16e6b5b9189304bdead9c84fdb872ca7	7.06275616907871	7.40408095531196	6.74375245461398	-0.558381366472033	1.27417094976273	-0.38860488239893	0.332031252972263	0.00813982704434217	0.0411507929553938	0.00363693007804303	0.0197075972283101
7e5d7cc681f5a0c25e0816a77d59ffb2	7.43906530837913	7.77467501682951	6.54826760266491	-1.29692099692867	1.31608124305649	-0.858061301493559	0.109761403946301	0.000304610953845423	0.00219149913891979	9.91999106980771e-11	1.45055023027031e-09
ece6222ccb820672afae51083eef5477	5.2186627117316	5.57306772223041	4.61944567059632	-0.842069380513982	4.95139245104277	-0.147078023929695	0.415798612471514	0.287546011606989	0.503401902734423	0.143495634316545	0.33403002729673
522eb03863287f53e6ddce45900b3b76	5.56801454115371	6.99932214786772	1.36807790749093	-3.9946539470808	6.35387070252303	-0.560662833322342	0.271583518627311	0.000465160656893352	0.00354949532339692	0.000147891233023136	0.00114771670494021
69016fed7ab5bd92c0aaf34cd28c2763	6.90289798630797	7.0641398769743	6.76421304545128	-0.322528503487979	1.27860645240381	-0.207735231911603	0.410412148957191	0.651199108794705	0.819910174431236	0.171937848249863	0.36781636249569
c9e3a646d6b14e727ec78e0abe6aa878	7.68060035288466	8.48485210574622	5.56293129192191	-2.94374587598783	2.28672135874378	-1.2022258396955	0.0798264866382008	1.07663963740252e-07	1.16662704540687e-06	4.64344403488402e-13	8.5506519053629e-12
4f83e329c0372cddf9914663a13230ad	1.94121194906282	2.38282484497841	1.19779142665277	-1.48061609150983	5.7405359325605	-0.22089016833655	0.398264643747036	0.12124221312268	0.273054097353001	0.0998353379032672	0.239279206010312
af7dc77ad68ce01fbfcc411d9097cd93	0.736513701605035	0.631914391465356	0.981184289586803	0.714833992448187	6.4679909388229	0.0928090377008149	0.453796096175622	0.335737601634411	0.529742743022609	0.428758434990166	0.600405896738293
64bd869dc205a48baac41597a5d7ef86	4.56933830860766	5.48691712323263	0.362105319560889	-4.94571328822412	4.11122336438192	-1.08235181067732	0.106770849515018	1.96182937327111e-08	2.48531483101833e-07	5.53553162009922e-11	8.28663248657947e-10
ef0b58f61858f646d7a6d2bc63ff5eb7	7.30293113245863	7.73991987429574	6.25907537604312	-1.65934760272876	2.25214624082336	-0.647047208406967	0.161388296144436	3.84546072867411e-05	0.000354995778072789	1.02255611321808e-08	1.28367514338945e-07
3d51df23f881942bfbc3fdd02510cdb5	5.64988738409056	6.56026121360923	-0.179045095552967	-6.69809049948041	3.09421328150013	-2.12405135737183	0.0143168377703738	4.43046957318524e-13	7.46057495583028e-12	1.07316082367945e-16	3.37889905287518e-15
9103513269065bd3fc745dbd3de9d0d3	0.962154145581983	0.834274585554047	1.27559491783255	0.248328649933394	5.37199507077857	0.0362947215327826	0.485900217141067	0.568074169600647	0.749890512430579	0.573301021443616	0.739831322295408
ff33233ffebbe6e3720af8bba7e89f08	9.02465213716911	8.52087426502944	9.65003110176027	1.12648191437215	1.0810758869309	0.981986026041868	0.137960966383685	8.66572371452044e-13	1.54964427294516e-11	5.11410582510167e-10	7.15500842071341e-09
f5b23f626e3f2d2d1213f83c6de3e385	7.96197458481997	8.24478871923078	7.43300209776367	-0.782982424036794	1.97888989917424	-0.340642534111577	0.323350697613051	0.0662336249215609	0.20159475550006	0.00221952625396082	0.0135149302117646
48292bb527301239168556057a7805bb	8.27468065159371	8.68332590586864	-0.237668938696555	-8.96593513165162	2.53778017829837	-3.61674854062442	3.04601985838653e-05	6.30347454792825e-16	1.34707491560343e-14	9.80332626683729e-18	6.08791600561015e-16
b252f0c17a5d9c8d090401c6acc15b76	6.42688469033609	7.16962863661196	-0.180227669173875	-7.21498742583697	2.83816861534313	-2.54469920119743	0.00173723672994034	1.00192138957993e-13	1.82697786269473e-12	1.19657841098957e-17	6.42410167827778e-16
bbdcd5b0daf19673c79a2fc9490644ab	6.3304684246967	6.93598245751197	-0.236849908332072	-7.17190334097348	2.70893449394357	-2.64709084250081	0.000438392061720843	4.34036228361926e-14	7.90806047397419e-13	1.02291906850628e-17	6.10759542579859e-16
ee9a1328e2470248432147706404d328	0.538646630273462	0.87625344589989	-0.0358663660312608	-1.19320105829632	5.5399787461082	-0.189817235855939	0.400607640513376	0.15668245711247	0.313279939867677	0.186930805401221	0.330833472412859
